Category;Title;Content
Askercell;Turkcell Askercell Mesaj Sıkıntısı;Turkcell'den asker hattı çıkardım ve 550 TL ücret ödedim. Daha iki ay olmadan mesaj sıkıntısı başladı. Doğru düzgün çekmiyor. Askerde iki seçeneğimiz var: ya mesaj ya arama. Konuyla alakalı iki kere 532'yi aradım, bir mesaj kısıtlamasını kaldırdılar fakat olmadı. Sonra hattımı başka telefonda denedim, yine olmadı. Bu durum için kayıt açtılar, 'halledildi' dediler ama yine beceremediler. Belki paketimde sıkıntı vardır diye düşündüm, yeni paket yapmak için mesaj attım ancak o da işleme konulmadı. Madem bu kadar sıkıntılı hizmet vereceksiniz, neden onca parayı bizden alıyorsunuz? Yardımcı olmanızı istiyorum. Maalesef teknik ekibiniz de sorunu çözemiyor. Ne mesaj atabiliyorum ne de mesaj alabiliyorum. Ve kontrol amaçlı gönderdiğim her mesaj için ücret alındı. Paranızı her konuda alabildiğiniz gibi, hizmeti de her koşulda vermek zorundasınız. Sorunun çözülmesini talep ediyorum.
Askercell;Turkcell Askercell Kısıtlaması Kalkmıyor;Askeriye girişinde Askercell aldım. Askercell arama kısıtlamasını kaldırmak için müşteri hizmetlerini aradım ama şubeden yapacaksınız dedi. Yaşadığım ilçede Turkcell şubesi yok bildirdim yapacak bir şey yok dedi 3 aydır aldığım hat kısıtlı olarak duruyor. Her işlemi yaptıkları müşteri hizmetlerinin böyle bir işlemi yapmaması veya şube olmayan ilçedeki müşterinin sorununu çözmeye çalışmaması üzücü. Hat boş duruyor.
Askercell;Turkcell Askercell Mesajlar 3 Gündür Gitmiyor;Askercell kullanıcısı nişanlıma cuma günü saat 17.00'dan itibaren attığım mesajlar iletilmiyor. Aynı zamanda onun bana attıkları da gelmiyor. Annemin telefonundan atıyorum (kayıtlı numara) oradan da gitmiyor. Mesajlarıma dönmüyor diye üzülüyordum. Meğer sorun sizdeymiş. Lütfen bu mağduriyetimizi giderin.
Askercell;Turkcell Askercell SMS Gitmiyor;Sevgilim askerde ve attığım SMS'ler gitmiyor. Bana da SMS gelmiyor aramada bir sorun yok. Askercell ile bu kadar mağduriyet neden? 550 TL'ye satıyorsunuz ama istediğimiz zaman mesaj bile atamıyoruz. Bir an önce düzeltilmesini istiyorum. Herkeste aynı sorun mevcut
Askercell;Turkcell Askercell SMS Gelmiyor;Sevgilim askerde ve attığım SMS'ler gitmiyor. Arama da sıkıntı yok, onun mesajları bana geliyor ama benim mesajlarım ona gitmiyor. Askercell ile bu kadar mağduriyet neden? 550 TL'ye satıyorsunuz ama istediğimiz zaman mesaj bile atamıyoruz. Bir an önce düzeltilmesini istiyorum. (A****** hanım ile aynı sorun bizde de var.) Ne zmn düzeltilecek bu saat 5 den belli bekliyoruz 6 saat oldu ya
Askercell;Turkcell Askercell Mesaj Sorunu;Kardeşime mesaj atamıyorum onun bana mesajı geliyor ama benimki gitmiyor aramada sorun yok bu Askercell hemen sorunu düzeltmeli! Nasıl ulaşım sağlayacağız anlamış değilim. Sabahtan belli sadece arama yapabiliyorum mesajlarım gitmiyor başkasının mesajı gidiyor sadece benim ki gitmiyor ne olur hemen çözün şu sorunu...
Askercell;Turkcell Askercell Mesaj Gitmiyor;Nişanlıma mesaj atamıyorum onun bana mesajı geliyor ama benimki gitmiyor aramada sorun yok bu Askercell hemen sorunu düzeltmeli! Nasıl ulaşım sağlayacağız anlamış değilim. Sabahtan belli sadece arama yapabiliyorum mesajlarım gitmiyor başkasının mesajı gidiyor sadece benim ki gitmiyor ne olur hemen çözün şu sorunu...
Askercell;SMS Gitmiyor Turkcell Şikayet;Nişanlım askerde ve attığım SMS'ler gitmiyor. Arama da sıkıntı yok, onun mesajları bana geliyor ama benim mesajlarım ona gitmiyor. Askercell ile bu kadar mağduriyet neden. Bir an önce düzeltilmesini istiyorum. Telefonu değişikliği de yaptım sorun gitmedi sadece benim attığım mesajlar gitmiyor
Askercell;Merhaba Turkcell Ekibi 11/01/2024;"Merhaba Turkcell ekibi, 11/01/2024 tarihinde vatanî görevimi yerine getirmek için kışlaya teslim olacağım; ancak teslim olduğum süreçte Askercell'in alınması zorunlu olacağını söylediler. Ben Askercell hattını kullanmak istemiyorum, bu süreçte kendi SIM hattımı kullanmak istiyorum. Kendi SIM hattımın kullanılması için ne yapmalıyım? Yardımcı olmanızı bekliyorum. Teşekkürler."
Askercell;Turkcell Askeri Hatta Uzun Aktivasyon Süreci;Askerlik için gittiğim Amasya 15. Piyade Eğitim Tugay Komutanlığı kapısında komutanlar, tuşlu telefonu sokabilmemiz için Askercell hat almak zorunda olduğumuzu söylediler. Biz de aldık. Turkcell hat satılırken 72 saat içerisinde Askercell'in açılacağı, hattın içinden çıkan kağıtta ve satışı yapan temsilciler tarafından bizlere tebliğ edildi. Ancak hat 11 gün sonra aktif oldu. Satılan bu ayıplı hizmetin karşılığında para iadesi ve hattın kapanmasını talep ederim.
Askercell;Turkcell Askercell SMS Gitmemesi;Eşim askerde ve attığım SMS'ler gitmiyor. Arama da sıkıntı yok, onun mesajları bana geliyor ama benim mesajlarım ona gitmiyor. Askercell ile bu kadar mağduriyet neden? 550 TL'ye satıyorsunuz ama istediğimiz zaman mesaj bile atamıyoruz. Bir an önce düzeltilmesini istiyorum.
Askercell;Turkcell Askercell E SMS İletilmiyor;"Eşim askerdeyken Askercell hattı aldı. Aldığı faturasız hattı Askercell'e çevirmeden önce karşılıklı SMS atabiliyorduk. Askercell'e çevirdiğimiz andan itibaren karşılıklı arama yapabiliyoruz, o bana SMS atabiliyor; ancak benim ona attığım SMS'ler iletilmiyor. Bu durum, kaydettiği dört telefon numarasından ikisi için geçerli; bir tanesiyle ise herhangi bir sorun yok. Telefonların üçü de Vodafone kullanıcısı. Hem Turkcell (Askercell olduğu için) hem de Vodafone ile görüştüm; ancak herkes suçu diğerine atıyor, kimse yardımcı olmuyor. Müşteri hizmetlerine ulaşmak zaten her iki operatör için de neredeyse imkansız; telefonu çaldırmadan müşteri temsilcisi ile iletişime geçemiyorum.
Eşime attığım SMS'lerin ulaşmasını istiyorum. İki numaradan birden SMS gitmiyorsa, sorunun Turkcell'de olduğunu düşünüyorum. Çünkü her attığım SMS benden çıkıyor, hesabımdan düşüyor; ama eşime ulaşmıyor.
Lütfen bir kez olsun yardımcı olun, 'bu bizim yetkimiz dışında' demeyin."
Askercell;Turkcell Askercell SMS Sorunu;Nişanlım askerde Askercell kullanıyor. Arama yapabiliyoruz. Benim mesajlarım ona gidiyor ama onunkiler bana gelmiyor. Hattın yasal sahibi Turkcell bayisine gitti yardımcı olmadılar 532 den de yardımcı olmuyorlar. Bu durumun acilen çözülmesini istiyorum. İki gündür mağduriyet yaşıyoruz. Haber alamıyorum.
Askercell;Askercell (Turkcell) SMS Sorunu;Erkek arkadaşım askerde Askercell kullanıyor. Arama yapabiliyoruz. Ama ne benim mesajlarım ona gidiyor ne de onun mesajları bana geliyor. Aramada bir sorun yok ancak mesajlaşmada sorun yaşıyoruz. Acil çözüm istiyorum. Lütfen en kısa sürede bana geri dönüş yapın!
Askercell;Numaramı Başka Biri Kullanıyor Turkcell Numaramı İptal Etmiyor;"2022 Ekim ayında Kütahya'ya askere gittim. 'Askercell' adı altında bana Turkcell tarafından yeni bir numara hattı zorunlu olarak satıldı ve 30 günün sonunda içine Türk lirası yüklemezsem 6 ay içinde kapanacağı söylendi. 30 günün sonunda bu hattın SIM kartını kırıp parçalayarak çöpe attım ve kendi sivilde kullandığım numaramı kullanmaya başladım. 2023'ün 4 Kasım'ında Turkcell ile iletişime geçtim. Çünkü bu numara hâlâ kapanmamıştı ve bana yeni numaraların artık 800 liraya yükseldiği ve olur da lazım olursa diye kapatmamamı tavsiye ettiler. Ancak bu süreçte henüz bir SIM karta sahip değildim ve bayilerden 107 TL karşılığında yeni bir SIM kart satın alabileceğim söylendi. Bugün 18 Aralık ve bu telefon numarasını benden farklı başka bir şahıs kullanıyor. Bunu 16 Aralık'ta fark ettim ve bildirmek için Turkcell'i aradım. İptal talebimi aldılar ve hattımı geçici süre kapatmaya aldıklarını, hiçbir türlü arama yapılamaz ve arama kabul edilemez dediler; ancak numara aranıyor ve hâlâ kullanılıyor. İptal talebinden sonra 7 gün sonunda numara kapanıyormuş, ancak ben hemen kapanmasını istiyorum çünkü hattı ben kullanmıyorum. Bu süreçte benim tarafıma doğacak olan maddi ve manevi hiçbir suçlamayı kabul etmiyorum ve Turkcell'in 7 gün sonunda değil derhal benim üzerime kayıtlı olup başkasının kullandığı bu numarayı kapatmazsa haklarımı yasal yollarla savunacağım. Savcılığa suç duyurusunda bulunacağım ve şu soruyu yönelteceğim kendilerine: Benim üzerime kayıtlı ve bana ait bir telefon numarasını nasıl olur da başka birisi elde eder ve kullanır? Demek ki Turkcell'in Kişisel Verilerin Korunması Kanunu'nda güvenlik zafiyetleri var ve yeterli düzeyde değil. Çünkü bu hattın eminim tüm sinyalleri ve kimin kullandığı, kimi aradığı, arama aldığı hepsi kayıt altındadır."
Askercell;Turkcell Askercell SMS Sorunu;Eşim yaklaşık dört gündür askerde ve Askercell kullanıyor. Onun gönderdiği mesajlar bana ulaşıyor fakat benim gönderdiğim mesajlar ona gitmiyor. Aramada bir sorun yok ancak mesajlaşmada sorun yaşıyoruz. Acil bir çözüm istiyorum. Lütfen en kısa sürede bana geri dönüş yapın!
Askercell;Turkcell Sim Kart Değişimi İçin Ücret İstiyor;09.09.2023 tarihinde vatani görevim için gittiğim birlikte bana Askercell satıldı. Ama aktivasyon yapılamadığı için hiç kullanamadım. Askerliğim bitince kullanmaya başladım. 06.12.2023 tarihinde sim kart takin hatası oluştu. Telefonu yeniden başlattım. Sim kart değiştirdim. Telefonda hata yok sim kart hatası devam ediyor. Ne arama geliyor ne de SMS geliyor. Müşteri hizmetleri ile görüştüm hatta sorun olmadığını bayiye gitmem gerektiğini ve sim kartın 1 yıl garantisi olduğunu söyledi. Turkcell bayisine gittim. Kullanıcı hatası olduğunu sim kart değişim yapılması gerektiği söylendi benden 100 TL gibi bir rakam isteniyor. Sim kartımın acilen garanti kapsamında ücretsiz değiştirilmesini talep ediyorum.
Askercell;Turkcell Askercell Adı Altında Normal Hat Satıyor;Turkcell 11.11.2023 tarihinde askeri birliğimin yanında Askercell satış noktasından bana 550 TL tutarında Askercell adı altında hat satıldı. Fakat ilerleyen günlerde bu hattın asker hattı değil normal hat olduğunu öğrendim. Madem Askercell değil neden bana Askercell adı altında satış yapılıyor. Burada hem ben kandırılmış oluyorum hem devlet hem de TSK kandırılmış oluyor. Konu ile ilgili şikayetim vardır. Maddi ve manevi zararımın giderilmesini talep ediyorum
Askercell;Turkcell Askercell 3 Gündür Aktif Olmaması;"Merhaba, nişanlım O*** acemi birliği için Tokat'ta ve pazar günü teslim olurken Askercell aldı; fakat üçüncü günü olmasına rağmen hattı hala aktif değil, haber alamıyorum. Bir şey yapmamız mı gerekiyor, ya da ne yapmak gerekiyor? Yardımınızı rica edeceğim."
Askercell;Turkcell Ceptaş Askercell Aktif Olmuyor;"Kardeşim Amasya'da askerlik yapmakta ve bedelli askerlik için Turkcell Cepten Asker hattı olarak 500 lira karşılığında kışla içerisinde Askercell hattı satın almış. Ancak iki gündür ne arama yapabiliyor ne de mesaj atabiliyor; hiçbir şekilde iletişim kuramıyoruz ve kendisine ulaşamıyoruz. Bu durum büyük bir mağduriyete yol açmaktadır. Acil bir çözüm bulunmasını talep ediyorum."
Askercell;Turkcell Askercell Ulaşamama Problemi;Eşim evvelsi gün askere gitti ve Askercell aldı fakat arama yapamıyor mesaj gönderebiliyormuş fakat arama yapamıyor. Dün konuşabilmiştik bugün ne ben onu arayabiliyorum ne de o beni. Bu durumda mağduruz. Zaten 1 ay askerlik yapacak niye böyle sıkıntı yaşanıyor? Konunun çözülmesini rica ediyorum. Turkcell Askercell hattını aldı fakat arama yapamıyor telefonla arama yapması için daha ne yapmamız gerekiyor?
Askercell;Turkcell Askercell Hakkında. Zorunlu Alma Şartı;Sivas ta Askercell adı altında 550₺ hat satın almak zorunda bırakıldım. Bana bir sticker vereceklerini bu sticker ile kendi hattımı gizli olarak kullanabileceğimi belirttiler. Bundan dolayı aldığım hattın başlangıçta kullanılması gerektiği için kendilerinde kalmasının avantajlı olduğunu dile getirdiler. Eğer kullanmayacaksak neden hat almak zorunda kalıyoruz.
Askercell;Turkcell Askercell Numara Tanımlama Hatası;Bugün Turkcell den Askercell aldım, 5 tane numara tanımlattım. Tanımladığım numaralar aradığımda Askercell servisi dışında tanımlı olmayan numara hatası veriyor ve arama yapamıyorum. Yarın asker olacağım lütfen en hızlı şekilde yardımcı olur musunuz.
Askercell;Turkcell'in MSB Açıklamasında Belirtilen Hizmeti Sunmaması;MSB tarafından yapılan açıklamaya göre, Askercell tarzında hatlara ekstra ücret ödeme devrinin kaldırılması adına askerlik görevini yapacak hat sahiplerinin sivil hatlarını ilgili GSM şirketi bayilerinde ücretsiz bir şekilde kısıtlı hatta çevirebilecekleri bildirildi. Ama dün Turkcell bayiye gittiğimde böyle bir şeyin olmadığı ve sadece Askercell satışı yaptıklarını dile getirdiler. Bu durumda MSB'nin askerlere sunduğu bu hakkı biz nasıl değerlendireceğiz.
Askercell;Turkcell Ceptaş Tokat Askercell Hattı Sorunu;Tokat 48. Piyadeden aldığım Askercell Turkcell hattı açılmadı. Bugün bayiye gittiğimde ise size resmen boş sim kartı vermişler. Sistemde hiçbir şey gözükmüyor dendi, yani düpedüz boşa para verdik. Paramın iadesini istiyorum. Ceptaş Tokat şubesinden yetkililerin dikkatine.
Askercell;Turkcell Tokat Askercell Açılmama Problemi;07 ekim tarihine Tokat'ta acemi birliğinden oğluma satılan Askercell hala aktif hale geçirilmemiştir. Türkiye de 1 numarayız diye çıkan Turkcell'in hala bir hattı açamaması çok ayıptır. Hat ne zaman açılacak askerlik bittikten sonra mı.? Parasıyla insanları mağdur etmek kabul edilemez. Bir çok asker ve ailesi bu durumdan mağdur ama Turkcell den bir çözüm yok. Acil mağduriyetimizin giderilmesini istiyoruz.
Askercell;Turkcell Askercell Hattı Yalanı;Ağustos ayında Bedelli askerlik için gittiğim Amasya 15. Piyade Eğitim Tugayı girişinde Turkcell den 500TL'ye Askercell aldım. Birkaç gün sonra fark edildi ki o dönem bize Askercell diye sattıkları tüm hatlar aslında GNC normal hatmış. İçeride normal hat olması sebebi ile hattı hiç kullanamadık.
Askercell;Turkcell Askercell Hattın Açılmaması;Oğlum Tokat askeri birliğinde 6 Ekim de alınan Askercell 17 Ekim de halen açılmadı. Askerden haber alınması için alınan ve parası ödenen hat açılmamaktadır. Birçok kişinin mağdur olmasına rağmen Turkcell iyileştirme yapmamaktadır. Zaten 1 ay sürecek olan acemi birliğinde hattan yararlanılmadı. Acilen çözüm talep ediyorum
Askercell;Turkcell Askercell Hattı Açılmıyor;Eşim ve kayınbiladerim askerde ama Askercell hattı verdiler hala daha açılmadı. Haber alamıyoruz, 4 günden beri neden böyle? Ne zamana kadar böyle gidecek, aramıyorlar, haber yok. Neden acaba, ne zaman gidecek bu sorun? Nerede sorun acaba? Hala daha haber yok.
Askercell;Turkcell Askercell Açılmayan Hat;Turkcell tarafından 09.09.2023 tarihinde tarafıma satılan Askercell hattı kullanıma açılmadı. Stant üzerinden mini sim satışı yapıldıktan sonra 3 gün içerisinde açılacağı belirtildi. Ancak üzerinden 30 gün geçmesine rağmen hat açılmadı. Müşteri hizmetlerini aradığımda bayiye gitmemi söylediler. Herhangi bir işlem yapamadılar. Daha sonra bayiye gittiğimde hattın numarası olmadığı için işlem yapamıyoruz dediler. Kendilerine bu hat için 500 TL ödediğimi ibraz etmeme rağmen yapabilecek bir şey yok muhtemelen alamazsınız şeklinde bir dönüş yapıldı. Bu açılmayan hattın iadesinin tarafıma yapılmasını rica ediyorum.
Askercell;Turkcell Askercell Sorgulama İşlem Gerçekleştirilemiyor Hatası;Turkcell Askercell hatta *199# sorgulaması yaptığımda işleminizi gerçekleştiremiyoruz mesajı dönüyor. Bu sorgu ile Askercell olduğu anlaşılmakta. Askere gidince nasıl belli edeceğim başka türlü bu hattı Askercell olduğunu? Başka bir yöntemi var mıdır?
Askercell;Turkcell Askere Hat Kotası Doldurmak İçin Askercell Olmayan Zorunlu Hat Satışı;"07.09.2023'te zorunlu askerlik görevini yerine getirmek için Amasya 15. Piyade eğitim tugayına teslim oldum. Teslim sırasında Askercell almanın zorunlu olmadığı ve MSB'nin açıklamasına istinaden mevcut sivil hatlarımızın kısıtlatılıp kullanılabileceği ifade edildi. Ancak, telefonların kışlaya alınması için Askercell stikerının üzerinde olması gerektiği kısıtlama yapılmaması ve sticker olmaması durumunda telefonlarımızı PTT Kargo ile gönderme zorunluluğumuz olduğu bildirildi.
Sivil hayatta Turkcell operatörünü kullanmaktayım. Bundan dolayı MSB'nin açıklamasını işaret ederek hattımı kısıtlatmak istediğimi ilettim ancak kışlada bulunan personel böyle bir sistemin olmadığını kısıtlama yapılamayacağını yeni hat almam gerektiğini söyledi fakat rakip şebeke kısıtlama işlemini yeni hat satışı yapmadan yapıyordu. Sırf kotaları dolsun anlaştıkları kişilere komisyon akışı olsun diye bir sticker'ı bizlere 500 liraya sattılar. Numarasını dahi bilmediğim, telefona dahi takmadığım, Askercell bile olmayan gün için kullanılabilen hatları zor durumda olmamızdan kaynaklı bizlere sattılar. Ödemiş olduğum 500 liranın iade edilmesine ve otomatik olarak yansıtılan telsiz kullanım vergisinin Turkcell tarafından karşılanmasını talep etmekteyim."
Askercell;Turkcell Askercell *199# İşleminiz Şu Anda Gerçekleştirilemiyor;"Askercell Hattımda *199# tuşladığımda ""işleminiz şu anda gerçekleştirilemiyor lütfen daha sonra tekrar deneyiniz b002"" mesajını alıyorum. Bunun yerine Askercell'imin aktif olduğunu onaylayan bir mesaj almam gerekiyor. 532'yi Aradığımda ""Askercell tanımlı"" deniyor ama birliğe teslim olurken Askercell Turkcell'de tanımlı mı diye bakmayacaklar ki adam *199# tuşlayacak bu mesajı görünce de hattımı içeri sokmama izin vermeyecek. 7.10.2023 te birliğe teslim olacağım için sorunumun acilen çözülmesini bekliyorum."
Askercell;Turkcell Askercell Hattı Açılmadı 10 Gündür;Oğlum usta birliği Kıbrıs'a düştü uçaktan inince Askercell aldığını ve 10 oldu açılmadığı için görüşemiyoruz. Bir arkadaşından ulaştı bize. Hat açılmamış Bu hat sorununu nasıl çözülecek bilgi almak istiyorum., Yorumların çoğu bu konuyla ilgili bir an önce Askerimle görüşmek istiyorum.
Askercell;Turkcell Askercell Hattı Normal Hatta Çevirip Mağdur Oldum;17.05.2023 tarihinde Askercell hattımı normal hatta çevirdim ve 13.06.2023 tarihinde Turkcell tarafından hattım kapatılmış. Kayıt ücreti olarak yeni bir sim kart kadar para ödedim, ancak 1 ay sonra hattım kapatılmış. Normalde en az süresi 180 gün içinde kapanması gerekiyor.
Askercell;Turkcell Askercell Arama Ve Mesaj Yapılmıyor;Askercell kullanan arkadaşım numaramı eklediği halde ne arayabiliyor ne arayabiliyorum. İkimizin de birbirimize gönderdiğimiz SMS'ler ulaşmıyor ve konuşamıyoruz. Sürekli kısıtlama uyarısı veriyor. Kaç gündür hiçbir şekilde haber alamadım. En kısa sürede çözmenizi istiyorum!
Askercell;Turkcell Askercell Bedelinin İadesini Talep Ediyorum;Yılbaşında askere gittiğimde zorunlu olarak Askercell satıldı tüm operatörlerde ve hiçbir işe yaramamasına rağmen 500 TL para talep edildi, sevdiklerimizle konuşmak için mecburen aldık. Hiçbir şekilde kullanmadım ve 6 ay boyunca para kazanamayacak birinden 500 TL talep etmek neden? İade talep ediyorum.
Askercell;Turkcell Askercell De Kayıtlı Kişiye Mesaj Geliyor Ama Gönderilmiyor;Nişanlım Turkcell'den Askercell aldı ve dün akşam teslim olduğundan itibaren onun mesajları bana geliyor ama benim mesajlarım gönderilemiyor. Bu duruma acil yardımcı olursanız sevinirim. Sanırım bu durum Turkcell'den Askercell alan birçok kişinin başına gelmiş hala çözüm üretilememiş.
Askercell;Turkcell Askercell Hattım Açılmadı;12 Ağustos 2023 tarihinde Ankara Mamak mebs Okulu ve Eğitim Merkezi Komutanlığı'nda Turkcell standından 550 TL'ye Askercell hattı satın aldım. Askerliğim süresince hattım hiçbir şekilde açılmadı. Numaramı dahi bilmiyorum. Sim kartımı telefonuma taktığımda, kart okunmuyor, Yalnızca Acil Aramalar şeklinde bir uyarı çıkıyor ve şebeke çekmiyor. Turkcell bayiisine gittim, müşteri hizmetlerini aradım, ancak sorunum çözülmedi. Para iademi talep ediyorum.
Askercell;Turkcell Habersiz Faturalı Hatta Geçirme;Turkcell kullanmadığım hatta borç. Askerdeyken Turkcell hat almıştım Askercell mecburiyetten askerliği bitikten sonra normal hata çevirdim ve (faturalı yapmadım normal kontrolü yapmıştım ondan sonrada bir daha kullanmadım hattımı ve bana bugün icra dairesinden evrak geldi ve benim hiçbir şekilde borcum olduğundan faturalıya geçtiğimden haberim yoktur. Kullanmadığım bir hata faturalıya geçmem son arama yaptığım kullandığım mesaj attığım tarih belidir ben bu borcu kabul etmiyorum bayiden bana bakiye yüklemek zorundasınız demişlerdi. Normale çevirmek için yanış hatırlamıyorsam pakette yapmıştık 3 GB yani benden izinsiz kontrolü diye faturalı yapmışlar.
Askercell;Turkcell Askercell Onaylanmadığı İçin Boşuna Bir Hat Almış Oldum;12 Ağustos tarihinde askerliğimi yapmak üzere birliğe katılırken nizamiye önünde Askercell olmadan yanıma telefon alamayacağım söylendiği için Turkcell standından 550 TL ödeyerek bu hattı satın aldım (534*****69). Bana bir kod verildi. Bunu yazıp söylenen numaraya attığımda Askercell tanımlanacak ve bir paket yüklenecekti. Ancak koda cevap olarak bu kampanyadan sadece Askercell olanlar yararlanabilir yazan mesaj geldi. Başka askerler bu sorunla karşılaşmazken ben boşu boşuna 550 TL'ye kullanamadığım bir hattı almış oldum. Mağduriyetimin giderilmesini talep ediyorum.
Askercell;Turkcell Hiç Kullanılmayan Askercell Para İadesi;8 Ocak 2023 günü acemi birliğim olan Samsun 5. Piyade Eğitim taburuna katılırken girişte ben ve diğer arkadaşlara zoraki olarak 550₺ ücretindeki Askercell hattı satıldı. Hattı telefonum olmadığından dolayı ambalajından dahi çıkarmadım. 21 gün sonra usta birliğim KKTC'ye çıktı ve bu hattın KKTC'de geçersiz olduğunu öğrendim ve KKTC'ye ait bir hat çıkarttım. Özet olarak hiç kullanmadığım ve almak zorunda bırakıldığım Askercell hattın para iadesini talep ediyorum
Askercell;Turkcell Askercell *199# İşleminiz Şu Anda Gerçekleştirilemiyor;Ben 1 Eylül'de hattımı Askercell'e dönüştürmek için Turkcell bayisine gittim, işlemi tamamladıktan sonra bana birkaç mesaj geldi (Askercell tanımladığını söylüyor) ama *199# tuşladığımda bana (İşleminiz şu anda gerçekleştirilemiyor. Lütfen daha sonra tekrar deneyiniz) turkcell.com.tr servislerime baktığımda Askercell tanımlı gösteriyor, internette baktığımda birçok insanlar bu sıkıntıyla karşılaştı, ben 9 Eylül'de katılacağım, lütfen bana yardım eder misiniz?
Askercell;Milli Savunma Bakanlığı'nın Askercell Kararına Turkcell Uymuyor;MSB GSM hatlarının ücretsiz şekilde Askercell'e çevrilebileceğini söylemişti ancak Turkcell'e gittiğimde yalnızca faturasız hatların çevrilebileceği söylendi. Bu zaten önceden de bu şekildeydi. MSB ne için böyle bir karar açıkladı. Yoksa Turkcell 500 TL için mi çabalıyor?
Askercell;Turkcell Askercell De Sim Kartının Bloke Olması Ve Çözüm Bulunmaması;11 Ağustos Cuma günü Turkcell bayisinden aldığımız Askercell hattı, 12-14 Ağustos arası kullandıktan sonra pin ve PUK numaraları defalarca doğru girilmesine rağmen sim bloke oldu. Malum askerde tuşlu telefon kullanıldığından ve bedelli de dışarı çıkma hakkı olmadığından ve hat sahibi asker olduğundan dolayı çok ciddi bir mağduriyet yaşıyoruz. Görüştüğüm Turkcell bayilerinin söylediği tek şey hat sahibinin Turkcell e başvurması ki bu mevcut şartlarda zaten mümkün değil. Ayrıca çalışanların tavırları bilgiyi doğru aktarmaktan ve yol göstermekten maalesef çok uzak. Eğer Turkcell de pin ve PUK doğru girilmesine rağmen bu tür aksaklıklar yaşanıyorsa, satın alma sırasında bu konuda uyarılmak ve yapılacaklar konusunda bilgilendirme yapılması gerekirdi. Maalesef şu an askerde olan oğlumuzla iletişim kuramıyoruz ve mağduriyetimizin bir an önce giderilmesini talep ediyoruz.
Askercell;Turkcell Askercell İle Konuşma Yapılamaması;Askercell aldık mesaj dışında hat konuşmaya izin vermiyor. Asker den 550 TL para alıyorsunuz ve konuşturmuyorsunuz. Bu nasıl bir uygulama lütfen aşağıdaki numaramdan bilgi verin 0542*****65 Yazık hiç paranız kalmadı da gariban askerleri mı gözünüze kestirdiniz
Askercell;Dikkat Sözde Yasal Operatör : Turkcell;"09.07.2023 tarihinde askerlik görevimi yapmak için birliğim olan Ankara Mamak mebs Okulu ve Eğitim Merkezi Komutanlığı'na teslim oldum. Gün içerisinde ""askerlik vazifem"" sürecinde kullanabileceğim Turkcell Askercell sim kartını Turkcell standından aldım. Hattım askerliğim sürecinde hiçbir şekilde açılmadı ve tuşlu telefonuma sim kartı taktığımda hat kaydı başarısız yazısı ile karşılaştım. Komutanlarıma da bunu bildirmeme rağmen Turkcell tarafından çözüm sağlanamadı. 02.08.2023 günü birliğimden ayrıldığımda Turkcell in Askercell olarak bana verdiği hattı hiç kullanamamış olarak askerlik vazifemi noktaladım. 02.08.2023 tarihinden bu yana gerek Twitter üzerinden gerek Turkcell bayileri üzerinden gerekse Turkcell müşteri hizmetleri üzerinden Turkcell e Askercell hattımla ilgili şikayetimi dile getirerek para iademi talep ettim. Ne bayi, ne müşteri hizmetleri 550 TL lik faturasız Askercell paramı veremeyeceklerini ifade ettiler. Söz konusu firma hakkında CİMER'e de şikayette bulundum."
Askercell;Turkcell Askercell Hattından SMS Gitmiyor;Eşime yaklaşık 8- 10 gün önce Askercell aldık. 6 gündür kesintisiz SMS le iletişim kuruyorduk fakat iki gündür benim SMS lerim ona gidiyor onun SMS'leri bana gelmiyor. Askerde olan birisi saatlerce müşteri hizmetleriyle görüşmeye çalışıyor fakat yardımcı olunamıyor. Yardımcı olunamayacaksa bu hat için neden 500 TL talep ediliyor. Sorunun acilen çözülmesini talep etmekteyim.
Askercell;Turkcell Askercell Hattı Kullanıma Açılmadı;Askerlik görevimi yerine getirmek için gittiğim birlikte bana dayatılarak 550 TL ücretini verip, almış olduğum Turkcell Askercell hattı kullanıma açılmadı. Turkcell müşteri hizmetlerini aradığımda verilen numaranın benim adıma değil, başka biri adına kayıtlı olduğunu ve hattın aktif olmadığını söylediler. Bu hattı bana zorla dayatarak, rütbeli personelin bir şey dememesine rağmen, 'almazsanız içeride ankesörlüden konuşursunuz, telefonunuzu geri göndertirim' diyerek bizleri 550 TL ödemek zorunda bırakan, Turkcell pars iletişim Konya çalışanından da ayrıca şikayetçiyim.
